"Emisión: 10/09/12 12:05:02
Los mas Vendidos $
Año : '2012' , Mes : 'AGO' , Cantidad  : '5000' , Local : 'SUPER EL MERCADITO,SUPER EL MERCADITO (CAPACITACI'"
"LUMILAGRO TERMO DELTA",136.83779,2,51.43779,1237
"LA SERENISIMA QUESO FINLANDIA X 200 G",136.44728,14,34.80728,1238
"GRANIX BOCADITOS DE CEREALES FRUT X 180",136.34,13,42.34999,1239
"DRIVE MATIC PERFUME 800G.",135.87,15,46.77,1240
"COCINERO DE OLIVA PET X 500 CM3",135.6,4,51.52,1241
"MAURI VAINILLAS X 320 G",135.46441,16,42.73441,1242
"GODET GELATINA FRAMUESA X 100 G",135.35,33,38.33,1243
"PANTENE REPARACION ACOND X 200",135.12,9,42.69,1244
"CEREAL MIX LIGHT MANZANA X 23 G",135,45,41.85,1245
"JOHNSONS BABY SHAMP ORIG X 200 ML",134.97523,10,56.50523,1246
"DON YEYO RAVIOLES RICOTA X 500 G",134.91,9,38.52,1247
"GIGANTE JABON EN PAN X 200G",134.83854,39,48.52854,1248
"GILLETTE MACH 3 REP+ MAQ.",134.5375,6,83.0575,1249
"SEDAL LISO PERF. SPRAY 150ML",134.36384,5,44.86384,1250
"PANTENE SHAMP LISO EXTREMO X 200 ML",134.33913,9,41.90913,1251
"PALADINI MORTADELA X 400 G",134.1,6,50.04,1252
"GRANIX SIN SAL X 185 G",134.08,32,34.24,1253
"CHOCO CHIPS X 135 G",134.05,35,40.95,1254
"CLIGHT NARANJA DULCE X 8 G",133.96,74,37.32,1255
"RECETAS DE LA ABUELA BISCUIT X 140 G",133.88348,22,39.06348,1256
"SHAMP.H&S MANZ.400",133.87,4,47.91,1257
"COLGATE TOT II CLEAN 3X90 G",133.86673,5,44.46673,1258
"NESCAFE DOLCA SUAVE X 100 G",133.84,8,49.68,1259
"HERBAL ESSENCES AC PARACAIDAS  355",133.77,9,46.43,1260
"POLVORITA FRUTILLA 150 G",133.66,44,37.3,1261
"POLVORITA VAINILLA LIA X 80 G",133.59998,88.99998,40.14996,1262
"HEAD SHOULDERS LIMPIEZA RENOVADORA X 400",133.43373,4,47.47368,1263
"YOGS FORTIFICADO DURAZNO X 1 L",133.32495,15,27.12495,1264
"COMBO ADES 4X3",133.01973,14,133.01973,1265
"PEPITOS CHISPAS 57G.",133.01,34,36.17,1266
"VAT 69 WHISKY X 750 CC",133,2,46.4,1267
"JABON T.REXONA MENTA FRESH 125",132.94304,33.00001,47.47303,1268
"HEAD SHOULDERS ACON RELAX 400 ML",132.8966,4,50.7566,1269
"WILDE MAYONESA X 2900 CC",132.89,5,41.22,1270
"AGUILA BAÑO DE REPOSTERIA NEGRO X 150 G",132.87,12,38.91,1271
"HUGGIES CLASSIC X 24 UNDS XG",132.84,3,42.84,1272
"ISENBECK DESC X 1 L",132.84,12,37.95,1272
"LAYS RESTO POLLO X 70 G",132.78,12,26.38,1274
"KNORR COCINA PRACT POLLO 25G",132.67,13,38.16,1275
"ELVIVE AC CAIDA RESIST 200ML.",132.52,8,57.14,1276
"MAYOLIVA X 250 CM3",132.46963,20,40.46963,1277
"ILOLAY CREMA DE LECHE X 200 G",132.07,19,36.31,1278
"VIRULANA PAÐO BLANCO P/PISOS 50 X 60 CM",131.82,17,61.27,1279
"ALICANTE PIMIENTA BLANCA MOLIDA SELEC 25",131.6,24,50.24,1280
"CORMILLOT MERMELADA FRUTILLA X 390G",131.57,15,38.42,1281
"ARO BARRA K",131.4539,2.61,49.7609,1282
"FARGO PIONONO X 200G",131.43998,12,34.54,1283
"CORMILLOT MERMELADA DAMASCO X 390G",131.41142,15,38.26142,1284
"FARGO GALLETAS SALVADO LIGHT X 200 G",131.24202,29,37.97202,1285
"66 FIAMBRE P/EMPAREDADOS X K",131.2091,4.72,65.1763,1286
"GIGANTE LAVAVAJILLA ALOE VERA X 750 CC",131.19406,25,41.69406,1287
"FRAU ALCOHOL X 500 CC",131.14,13,49.5,1288
"MANI PEHUAMAR FRITO SAL.100G",131,16,41.5,1289
"GALLO ORO ARROZ  X 500 G",130.92,15,34.02,1290
"PANTENE SHAMP BRILLO X 400 CC",130.87,6,26.41,1291
"QUERICO FIDEO DOBLADITO VERDE X 500 G",130.82893,20,35.86893,1292
"ESTANCIA DE MENDOZA CAB - MAL X 700CC",130.72,8,37.4,1293
"ACTIMEL FRUTILLA X 100 G",130.5076,50,33.5076,1294
"JABON P.SKIP P.RES.1.5KG.",130.45,4,40.45,1295
"SABROSITOS GATO MIX X K",130.14276,12.24,48.62436,1296
"MORA COCTEL DE FRUTAS X 820 G",130.06,11,20.39,1297
"JOVIFEL PLANCHA FUND CUADRA 24",130,1,57.33,1298
"PROT.DIA.CAREFREE S/PER 20U",129.81049,13,62.41049,1299
"ACQUA DE COLBERT DEO X 250CC",129.67,5,44.71,1300
"ACE JAB EN POL MINI ESP. X 3 KG",129.23,3,63.34,1301
"BC MAYONESA X 250 CC",128.86,34,38.42,1302
"COLGATE CEPILLO DENTAL PREMIER ULTRA",128.54961,25.99999,58.08962,1303
"ALWAYS BASICA C/ALAS X 8",128.43191,24,43.35191,1304
"NORTON COS TARD DULCE NAT X 750",128.39,5,33,1305
"BON O BON OBLEA BLANCO X 30 G",128.34676,51,41.64676,1306
"HELLMANNS KETCHUP X 60 G",128.03817,63.99998,40.66818,1307
"NESCAFE DOLCA INTE X 100 G NUEVO",127.92,8,43.76,1308
"EL BUDA BOLSA RES N¬7",127.84997,12,42.66997,1309
"HOGAREÐA SALVADO X 200 G",127.75928,29,34.37928,1310
"DANICA + LECHE PAN 500G",127.518,7,42.818,1311
"AYUDIN ULTRA X 2 L",127.47359,14,36.73359,1312
"HUGGIES CLASSIC P X 12",127.42,11,34.25,1313
"ALICANTE CALDO P/SAB GALLINA X 10G",127.18781,100,55.18781,1314
"SER SALVADO X 435 G",126.77,11,35.25,1315
"HEAD & SHOULDERS PROTC. CAIDA X 200 ML",126.41,7,39.95,1316
"LA VIRGINIA BOLDO X 25 SAQ",126.35,28,40.67,1317
"KOLYNOS SUPER BLANCO X 70G",126.12481,27,47.71481,1318
"EXTRALIMP BOLLITO ACERO INOXIDABLE X 30",126.11538,31,59.15538,1319
"PALADINI HAMBURGUESA X 2 UNDS",126.08,13,52.24,1320
"MAYO.HELLMANNS R.LIV.350ML.",125.90736,18,36.62736,1321
"ARO SARDO K",125.75358,2.495,55.34469,1322
"CLIGHT ANANA X 9 G",125.71808,69,36.67808,1323
"YOGUR MANFREY C/TROZ.DUR",124.94,50,35.94,1324
"ARIEL JAB EN POL X 400 G",124.8,14,36.18,1325
"QUESO FINLANDIA LIGHT JAMON Y PARM X 200",124.69,13,30.31,1326
"GRANIX FRUTIGRAN C/AVENA SOJ.Y CHOC X 25",124.64,16,32.48,1327
"MC CAIN PAPAS PRE-FRITAS TRAD X  720 G",124.58,6,40.4,1328
"PATRICHS NOIR X 105 G",124.48,10,42.48,1329
"CEREAL MIX FRUTILA Y YOGUR X 28 G",124.26,41,39.39,1330
"BON O BON POSTRE X 110 G",124.20646,17,41.58646,1331
"GRANJA DEL SOL MEDALLONES DE POLLO X 4",124.2,5,35.6,1332
"AYUDIN LAVANDINA ROPA BLANCA X 1 L",124.06,19,36.95,1333
"QUERICO DOBLADITO N? 1 X 500 G NUEVO",124.05,19,32.82,1334
"VANOLI SALSA DE AJI X 190 G",123.93404,11,39.89404,1335
"ESENCIAL BOLSA CONS 60X90",123.48,12,40.92,1336
"DRIVE JABON P.MATIC TQ.SUA.800",123.46,12,36.34,1337
"MANFREY ENT.FRUTILLA",123.45388,48,38.97388,1338
"CIF CREMA X 375G",123.2862,23,44.0362,1339
"ACE MATIC X 5 K",123.16,2,31.92,1340
"UPA LA LA ! CAJA REGALO",123.1,2,60.25999,1341
"SABROFOOD ALIMENTO P/PERRO X",123.07816,23.54,52.69356,1342
"BABELITO MAMADERA  LACTANCIA 2",123,1,38.3,1343
"CEREAL MIX LIGHT DURAZNO X 23 G",123,41,38.13,1343
"CAVAS SAN JULIAN SYRAH X 750CC",122.85,7,42.35,1345
"JUGO P.INCA POMELO ROSADO",122.81826,101.00002,31.38828,1346
"FANTA X 2000 CC NAR. RETORNABLE",122.75,14,27.27,1347
"VOCACION CLASICAS X 170 G",122.62,34,35.36,1348
"YOGS SANCOR FRUTILLA LICUADO X 190 G",122.61,21,28.32,1349
"MOGUL FRUTALES TUBO",122.56,61,46.92,1350
"BIANCHI TINTO X 700",122.49,9,35.01,1351
"MANA LIVIANAS LECHE X 145 G",122.35,31,35.86,1352
"ALA MATIC MULT FRESH X 400 NUEVO",122.29,21,37.85,1353
"COMFORT SUAV CLASSIC X 900",122.22128,11,36.86128,1354
"CREMA HINDS VIT.A P.SECA 350ML",122.19,6,44.49,1355
"HUGGIES CLASSIC RN AMARILLO X 20 UNID",122.19,6,37.23,1355
"PATRICHS TERRA  X 105 G",122.11036,10,40.11036,1357
"DIAVOLO DEO X 150 ML",122.08,6,44.74,1358
"AYUDIN ROPA COLOR X 1 L. C.VIVOS",121.97277,9,39.80277,1359
"JUGO P.ARCOR NARANJA 25G",121.86701,80,49.06701,1360
"KNORR SOPA CREMA DE ZAPALLO X 69 G",121.86,24,41.46,1361
"NATURA MAYONESA X 1 KG",121.66281,8,38.62281,1362
"ECO ESPONJA FIBRA PULE",121.52789,62,50.84789,1363
"HEAD SHOULDERS SHAMP CITRUS FRESH X 200",121.48,8,43.24001,1364
"ILOLAY VAINILLA VITA DESC. X 1 L",121.36,18,29.2,1365
"LA BLANCA HAMBURGUESA X 2",121.26379,29,47.89379,1366
"FEDERAL JABON 150G",121.23328,33,43.02328,1367
"LUCCETTI CALDOS GALLINA X 12 UNDS",121.16,17,33.1,1368
"MAROLIO PALILLERO X 100 UNDS",120.99219,39,48.06219,1369
"SIMPRE LIBRE SLINEA ULTRA X 16",120.92292,7,40.14292,1370
"PANTENE ACON RESTAU X 200 ML",120.83,8,38.27,1371
"CRUZ DE MALTA MATE COCIDO X 25 X 3G",120.82586,19,33.42586,1372
"MINI OREO X 50 G",120.56,30,41.96,1373
"CUMANA ATUN DES ACEITE Y AGUA X 170G",120.32,23,41.2,1374
"TOSTADAS DIET DULCES 200G.",120.3,16,36.3,1375
"CALIPSO TOALLAS CON ALAS X 8 UNID",120.04,48,38.92,1376
"BC MAYONESA X 1 K",119.92,8,33.6,1377
"LA BANDA CHAMPIÐONES EN TRO X   400 G",119.9,11,34.76,1378
"GODET BIZCOCHUELO CHOCOLATE X 480 G",119.88,12,33.12,1379
"LA VIRGINIA CAFE INSTANTANEO SUAVE X 100",119.80496,12,40.12496,1380
"ROSAURA MERENGITOS",119.52024,2.6,119.49424,1381
"LUX JABON T TENT.DE PERA 125G.",119.47421,25,42.97421,1382
"SERENITO CRASH VAINILLA PACK X 2",119.46732,17,28.68732,1383
"CADA DIA KETCHUP X 250 G",119.22,28,38.01999,1384
"VINAGRE DOS ANCLAS ALCOHOL 1L",119.17,21,35.38,1385
"LINA NORM C/ALAS X 8",119.02154,40,41.02154,1386
"DISPITA MAMADERA GIGANTE CON ACCESORIOS",119,1,21.65,1387
"VIÐAS DE ALVEAR TINTO X 700 CC",119,10,37.1,1387
"CINDOR X 250 CC",118.68,17,24.5,1389
"ILOLAY POSTRE C/CONFITES X 110 G",118.58,21,33.11,1390
"MAYO.DANI FIESTA SACHET 950G",118.52,8,36.28,1391
"ACE JAB EN POL MINIESPUMA X 400 G",118.44074,20,30.24074,1392
"YOGS CON TROZOS DE DURAZNO LIGHT X 180",117.89122,17,27.79121,1393
"MAYO.HELLMANNS R.LIV.500ML",117.83705,15,34.43705,1394
"SIEMPRE LIBRE ADAPT C/ALAS X 16",117.74,7,41.16,1395
"JUGO CEPITA NARANJA T-B 200ML.",117.69,59,39.22,1396
"HELLMANNS MAYONESA LIGHT X 500 CC",117.52,10,30.42,1397
"DULCE DE L.G.DE ORO 250G.",117.17416,25,37.16416,1398
"BAGGIO MULTIFRUTA 1.5 L",117.08697,12,34.04697,1399
"ACE LIQUIDO X 800 ML",117.02,7,39.35,1400
"ELVIVE SHAMPOO LIS-INTE X 200",116.77995,7,40.96998,1401
"ILOLAY CHOCOLATADA X 1 L",116.63,13,34.47,1402
"FARGO GALLETAS SALVADO SIN SAL X 225 G",116.55,27,30.69,1403
"CHEEDAR QUESO BARRA KG",116.33487,2.18,45.13607,1404
"KNORR SOPA CREMA DE ESPINACA X 69",116.31,27,35.58,1405
"ALA JABON P. MATIC FRESH 800G",116.15265,9,47.93265,1406
"PLUMERO  M  X 1 UND",116.09196,6,38.39196,1407
"ACTIMEL FRUTI  X6",116,8,16.88,1408
"ALA CAMELLITO ROPA FINA REG. X 120 ML",115.98703,39,40.71703,1409
"AIR WICK DESOD. AMBIENTE LAVANDA X  3",115.79001,14.99999,35.39,1410
"RECETA DE LA ABUELA MINI SCONES X 200 G",115.61476,29,32.96476,1411
"FESTIVA GALLETAS CON CHOCOLATE",115.57,23,34.84,1412
"FANTA X 500 CC ZERO",115.47,23,19.79,1413
"YOGUR SANCOR FORT FRUT X 190G",115.45,27,27.16,1414
"TOPLINE MENTA X 4 UNID",115.31061,73,47.42061,1415
"PANTENE TRAT CONTROL CAIDA X 300",115.27,4,36.15,1416
"ALA LAVAJILLA PLUS NATURALEZA X 750 ML",115.21727,19,17.29727,1417
"ZORRO BIO CRIST MATIC X 400",115.18563,28,22.22563,1418
"NORTON CAB SAU X 750 CC",115.05,5,35.8,1419
"SER BARRA FRUTILLA X 23 G",115.03358,29,41.66358,1420
"SIMPRE LIBRE SLINIA ULTRA X 8",114.92,13,38.35,1421
"GODET GELATINA CEREZA X 100 G",114.91099,28,32.59099,1422
"PROCENEX ORIGINAL X 900 CC",114.91,20,36.91,1423
"BABELITO MAMADERA PP T2",114.87,3,40.83,1424
"DON YEYO FIDEO  X 500 G",114.86,11,32.92,1425
"SALSATI PURE DE TOMATE AZ 520G",114.64289,31.99999,34.42288,1426
"CORMILLOT MERMELADA CIRUELA X 390G",114.53014,13.00002,33.80004,1427
"EXPRESS X 3 MAFALDA",114.53,15,29.78,1428
"FIDEO RIVOLI MOÐO CHICO X 500G",114.36902,24,31.08902,1429
"ELVIVE SH. COLOR VIVE 200 ML",114.36009,7,42.78009,1430
"ANGELITOS MAVAVISCOS 100",114.34,5,37.84,1431
"MANA LIVIANAS COCO X 145 G",114.2,29,33.29,1432
"MAROLIO PAN RALLADO X 500 G",113.99139,30,34.19139,1433
"HERBAL ESSENCES SH PARALISALOS X 355",113.97721,8,35.81721,1434
"SABROFOOD ALIMENTO P/GATO K",113.8966,14.015,44.9428,1435
"PALADINI MORTADELA MINI X 300 G",113.88,8,44.12,1436
"CBSE REGULARIS X 500 G",113.8,8,33.56,1437
"RAID MATA MOSCAS EN AEROSOL X 360 CC",113.42,7,44.53,1438
"MAPA PLISSE GUANTE EXTRA GRANDE",113.4,6,39.9,1439
"ALA MATIC SOL 800G",113.31,9,32.49,1440
"QUERICO FIDEO DOBLADITO N¬ 3 X 500 G",113.10468,17,31.67468,1441
"SER BARRA CEREAL PATAGONIA 23",113.1,29,39.73,1442
"BABYSEC ULTRA (G) X 10 UNID",113.09,11,28.5,1443
"JOVIFEL OLLA LINEA COBALTO 22",113,1,42.2,1444
"JABON B.FEDERAL C/GLIC.2X200",112.98,16,43.38,1445
"MATARAZZO MOSTACHOL X 500 G",112.98,14,28.84,1445
"LA VIRGINIA CAFE INSTANTANEO X 170 G",112.95,5,35,1447
"FANACOA MAY X 250 CM",112.92861,43.99999,33.72861,1448
"BOOG NARANJA MAND 30 G",112.8122,74,35.8522,1449
"MAURI VAINILLAS X 160 G",112.8,28,34.13,1450
"DETER.BORA MAGIC LIMON 600ML.",112.7761,16,48.9361,1451
"DOVE GO FRESH PEPINO   R- ON X 50 ML",112.76174,8,50.84174,1452
"AXE EXCITE X 160 ML",112.74,7,39.59,1453
"TOPLINE BUBBLE GUM TIRA",112.63,70,47.43,1454
"PURISIMA LECHE DESC X 800G",112.55,3,47.06,1455
"DUFOUR DEO + COLOG FEVER",112.5,2,37.5,1456
"ELVIVE SH REP TOTAL 5 200ML",112.38,7,44.26,1457
"ARCOR SALSA POMA. 340G.",112.19,21,32.6,1458
"LA GOTITA X 2 ML",112.18,19,37.89,1459
"SUAVE AC PEPINO Y MELON X 930",111.94,10,35.54,1460
"ALGABO COMBO SHAMPOO/ACON.+CREMA",111.93,5,45.38,1461
"MATARAZZO TALLARIN X 500 G",111.86,14,27.92,1462
"LIRA ACEITE DE OLIVA LATA X 500 CM3",111.81,3,31.95,1463
"JOVIFEL PAVA ACERO 1.6 L GRIS",111.72,1,50.87,1464
"TOSTADAS RIERA GLUTEN M.200G.",111.71,14,29.95,1465
"HERBAL ESSENCES AC PARALISALOS X 355",111.55,8,38.11,1466
"ALICANTE NUEZ MOSCADA X 20 G",111.3,10,48.3,1467
"LA VIRGINIA TILO C/MANZ Y CEDRON X 25",111.22291,15,36.37291,1468
"PATITAS DE POLLO X 200 G",111.2,8,32,1469
"ACTIMEL MULTIFRUTA X 100 CC",111.16,43,27.74,1470
"SUAVE SH PEPINO Y MELON X 930",110.96,10,33.16,1471
"EL DIQUE VINAGRE 500ML.",110.9543,32,33.5143,1472
"SANCOR QUESO PORSALUT UNT X 200 G",110.82,11,28.54,1473
"POLVORITA FRUTILLA X 80 G",110.80998,72.99998,34.15996,1474
"OREGANO ALICANTE 25GRS G.NEGRO",110.69,23,50.89,1475
"MAURI VAINILLAS X 70 X 800 G",110.46,6,31.02,1476
"HOJALMAR TRADICIONAL 150 GRS",110.44902,30,31.24902,1477
"ALA CAMELLITO R.F.DP REG 450ML",110.36259,9,37.82259,1478
"NESCAFE CAFE DOLCA X 50 G NUEVO",110.1,12,32.22,1479
"LA SERENISIMA DULCE DE LECHE  EST.COL. X",109.95,5,25.25,1480
"SH+AC+ALCOHOL ALGABO ALOE",109.95,5,32.35,1480
"KNORR SOPA CREMA DE ESPARRAGOS X 68.5 G",109.93999,25,35.19,1482
"MAMA COCINA PAN RALLADO X 500 G",109.80564,26,32.72564,1483
"VILLAVICENCIO AGUA MINERAL X 500 CM3",109.65,24,34.29,1484
"MOGUL OSITO X 30 G",109.56,54,39.36,1485
"LA SERENISIMA JUNIOR MANZANA X 1 L",109.51,13,29.17,1486
"ELITE HOJA SIMPLE 6 X 30 M ALOE",109.48,10,33.38,1487
"PILAS DURACELL AA 2 UNI.",109.44,14,37.2,1488
"COBRA CERA LIQ.P/ CALZADO NEGRO X 60 ML",109.28,6,39.68,1489
"FIDEO RIVOLI MOSTACHO X 500G",109.16,30,32.36,1490
"PALADINI SALCHICHAS X 12 UNDS",109.14,6,33.9,1491
"SER JUGO ANANA TROPICAL 7.5 G",109.08755,68,33.60755,1492
"GRANIX SALVADO SIN SAL LIGHT X 410 G",109,10,27.7,1493
"SERENITO WAU VAINILLA PACK X 2",108.97,16,26.47,1494
"REXONA MEN QUANTUM ANTI X 105 G",108.92,6,38.06,1495
"BARNY CORMILLOT EDULC X 500 ML",108.85,12,36.97,1496
"NOSOTRAS PROT NORMAL X 20 UNDS",108.84599,14,38.56599,1497
"GIACOMO CARNE X 500 G",108.83,5,38.33,1498
"MANFREY QUESO UNT. -C/SALAM",108.63,14,32.19,1499
"POLVORITA CHOCOLATE X 80 G",108.56,72,30.36,1500
"FANACOA MAYONESA X 125 CM3",108.42,89,37.22001,1501
"TOPLINE FRUTA X 4 UNID",108.20995,70.99997,37.41998,1502
"ROSAURA CONITOS CON DULCE DE LECHE",108,27,107.73,1503
"YOGUR MANFREY ENT.DULCE DE LEC",107.77,43,32.09,1504
"ESTILO SPA CERA DEPILATORIA VEGETAL X 20",107.6,4,35.68,1505
"BAGGIO PRONTO MULTIFR JUNIOR X 125 ML NU",107.59099,71,31.98099,1506
"POETT LIMPIADOR LIQUIDO BEBE X 900 CC",107.56264,19,33.88264,1507
"LA SERENISIMA LECHE ENT BOTELLA LV X1L",107.49364,12,23.13364,1508
"CIF CREMA C/MICROP X 750G",107.38,10,34.58,1509
"PIZZERA N? 35",107.06873,5,47.56873,1510
"BON O BON CREMA DE X 320 G",107.04,6,27.84,1511
"CBSE ENERGIA X 500 G",106.96,7,36.75,1512
"47 STRET BODY+ DEO LOVE",106.79,2,40.65,1513
"SANCOR DULCE DE LECHE X 250 G",106.68179,13,29.07179,1514
"GALLO ARROZ DOBLE CAROLINA X 500 G",106.68,12,30.48,1515
"LA ESPAÐOLA AVENA ARROLLADA X 500 G",106.6238,31,29.7438,1516
"ALICANTE SOPA TIPO CRIOLLA X 72 G",106.40268,20.99999,38.15269,1517
"ESTANCIA DE MENDOZA MER - MAL X 700CC",106.33,7,22.17,1518
"JESI HERMET RED 2.20L",106.2,6,52.8,1519
"REXONA MEN ANTITRANPIRANTE  X 105 G",106.19214,6,35.33214,1520
"DULCIORA DURAZNO X 500 G",106.07114,18,30.65114,1521
"SER CEREALES MANZANA X 23 G",106,27,37.69,1522
"MR MUSCULO ANTIGRASA ACC NARANJA X 500 G",105.92508,18,36.44509,1523
"ILOLAY LECHE EN POLVO VITA  X 400 G",105.83,5,27.83,1524
"TARAGUI TE  X 25 SAQ",105.74,36,34.1,1525
"VILLA RICA TE X 25 SAQ",105.40002,38.99998,40.17002,1526
"PANTENE 2 EN 1 HIDRATACION X 200",105.22,7,34.33,1527
"MAROLIO TAMATE TRITURADO X 980 G",105.16,8,32.6,1528
"POETT LIMPIADOR LIQUIDO PRIMAV X 900 CC",105.14192,19,32.04192,1529
"KNORR SOPA CREMA DE QUESO X 77.5 G",105.04,24,33.28,1530
"ALA LAVAJILLA PLUS GLIC X 1250 CC",105.0238,10,29.1238,1531
"COFLER AIREADO BLANCO X 60 G",105,15,33.75,1532
"MAGISTRAL MANZANA X 300",104.94539,11,41.14539,1533
"MANA RELLENAS VAINILLA X 165 G",104.79,21,27.93,1534
"MERCI VAINILLA X 150 G",104.7359,35,28.0859,1535
"PAN HAMB.FARGO C/S.216G 4UN",104.51,13,27.66,1536
"ESPADOL JAB ACTIVE DEO 3X90G",104.46632,7,33.76632,1537
"LUCCHETTI VITINA SEMOLA X 500 G",104.29632,11,36.86632,1538
"REXONA ANTIT SKIN CARE X 105 G",104.27,7,38.35,1539
"GIGANTE LAVAVAJILLA GLICERINA X 750 CC",104.23185,20,32.63185,1540
"COBRA AUTO BRILLO BLANCO X 60 ML",104.08,5,37.63,1541
"DOVE DURAZNO DESOD X 100 G",104.08,5,38.13,1541
"CEREMICOL QUICK BRILLO X 450",103.93917,12,36.78917,1543
"LA BUENA LUZ 14W-50W",103.92,8,40,1544
"ROLISU PAPEL HIGIENICO X UNID",103.89759,83,35.83759,1545
"MAIZENA X 200 G",103.88,34,29.76,1546
"ROMIL ESCOBILLON LAQUEADO CARAMELO",103.65,5,47.65,1547
"JOHNSONS TOALL.HUM.C/CREMA",103.6,7,34.02,1548
"HUGGIES ACT/SEC M X 72+",103.5,1,22.82,1549
"JUEGO DE TE 220 CC",103.5,1,34.5,1549
"PAÑAL HUGGIES ACTIVE SEC 48+",103.5,1,22.82,1549
"MAMA COCINA REBOZADOR X 500G",103.49028,24,31.19028,1552
"DOLCA MANCHADA X 160G",103.4,6,33.74,1553
"VINAGRE DE MANZ.MAROLIO X 1LTS",103.23,12,30.63,1554
"TORO TINTO VIDRIO X 930 CC",103.08,12,26.52,1555
"HOJALMAR PALMERAS X 150 G",103.06902,28,29.14902,1556
"SAVORA SUAVE X 200G",102.97,16,31.45,1557
"PASO DE LOS TOROS POMELO X 1500 CC",102.91,9,24.58,1558
"MAROLIO TOMATE PELADOS X 400G",102.81182,23,30.59182,1559
"PLUSBELLE JABON ENERGIZA 140G",102.53137,21,34.07137,1560
"BABYSEC ULTRA M X 18",102.52,6,27.58,1561
"ZORRO JAB EN POL MATIC BIO CRIS X 400 G",102.46,25,19.46,1562
"ROMYL ESCOBILLON N¬ 1 C/ PALO",102.45,7,53.8,1563
"FIDEO RIVOLI PAMPERITO X 500G",102.21648,28,30.53648,1564
"CINDOR CEREAL 200 GR",102.13,7,26.74,1565
"LA ESPAÐOLA GARBANZO X 500 G",102.1,22,29.5,1566
"BOLSA 6.00 PESOS",102,17,47.43,1567
"SER JUGO PERA DULCE X 11.5 G",101.86361,63,31.93361,1568
"REXONA WOMEN ECTIVE EMOTION X 105",101.79681,7,36.16681,1569
"FIDEO RIVOLI CINTA ESPINACA  X 500G",101.72998,21,28.85999,1570
"SIEMPRE LIBRE DRY MAX C/A X 8",101.62,10,38.2,1571
"JUGO P.ARCOR MANZANA 25G.",101.61978,67,37.40978,1572
"ESPADOL JAB ACTIVE DEO 2X90G",101.45117,9,37.19117,1573
"ALWAYS BASICAS PACK AHORRO X 16",101.41,11,35.63,1574
"TERRABUSI FETUCCINI 500G",101.41,11,27.27,1574
"NEW AGE VINO FINO BLANCO  X 750 CC",101.26,4,31.14,1576
"LA VIRGINIA CAFE CAPUCCINO 210",101.2,4,31.4,1577
"PAN P.PANCHOS FARGO 216G",101.19,13,26.25,1578
"MOGUL FRUTALES X 50 G",101.12,50,30.12,1579
"BIO L.CASEI MULTIFRU X 95G",101.04,31,23.54,1580
"TURRON MANICOL 100G",100.87,25,40.87,1581
"QUESO LS HEBRAS SOB 150GR  MUZ",100.85,8,21.57,1582
"CLIGHT MANDARINA X 10 G",100.84448,55,34.8445,1583
"TERRABUSI TALLARIN 500 G",100.08814,12,30.67814,1584
"SUAVE SHAMP COCO Y LECHE X 930 ML",100.06,9,31.3,1585
"TRAMONTINA CUCHILLA C/MAD.N¬7",100,4,32.4,1586
"CEREAL MIX GRANOLA C/PASAS 320",99.95,5,25.4,1587
"LA VIRGINIA CAFE INST CLAS EN SOB X 36",99.95,5,31.15,1587
"VIRULANA GUANTE MULTIUSO CHICO",99.82,7,38.57,1589
"BLENDERS WHISKY X 750 CC",99.8,2,31.3,1590
"DULCOR MERM CIRUELA X 454G",99.79373,13,32.45373,1591
"VANOLI CHIMI CHURRI PICANTE X 190 ML",99.7,11,31.61,1592
"SUAVE SHAMP MANZANA VERDE X 930",99.63,9,30.87,1593
"REXONA COTTON X 175 CC",99.27,7,33.64,1594
"GRANIX TRIGALITAS CEREAL X 185 G",99.21997,25.99999,49.51998,1595
"TARAGUI MAS ENERGIA X 500 G",99.19,7,31.43,1596
"SUAVE ACON COCO Y LECHE X 930",99.08,9,30.32,1597
"DANICA MAYONESA FIESTA X 250 G",99.04,24,32.32,1598
"JOVIFEL PLANCHA FUN REDON 24",99,1,43.9,1599
"RIGOLLEAU TAZON CLASICO FL",99,11,45.1,1599
"LA MONTEVIDIANA CHOC BARILOCHE X 1000",98.91,3,31.47,1601
"PLUSBELLE AC ALGAS MARINAS X 1 LTS",98.91,9,28.26,1601
"VILLA DEL SUR LEVITE NARAN X 500 CC",98.82,18,31.86,1603
"VIM LAVANDINA GEL CITRUS 750ML",98.73976,7,30.41976,1604
"NATURA OLIVA X 500 ML",98.7,3,26.46,1605
"LAVAN.AYUDIN FLOR LAVANA 1 L",98.65,17,33.54,1606
"LIMP.LIQ.MISTER MUSCULO 4LT",98.5,5,28.15,1607
"AXE FUSION X 160 ML",98.37,6,35.61,1608
"HELLMANNS MAY X 1 KG",98.37,6,27.49,1608
"BABYSE ULTRA X 36 M",98.26,3,29.59,1610
"YOGUR MANFREY C/TROZOS DE FRU",98.18332,39,28.76332,1611
"DON YEYO FIDEO AL HUEVO X 500 G",97.83,9,27.99,1612
"HINDS REAFIRMANTE .250ML",97.66,5,36.36,1613
"SER YOGUR BEBIBLE MIX DE FRUTAS X 185 G",97.59,18,20.73,1614
"7UP H2O CITRUS X 1500 CC",97.35785,11,24.82785,1615
"QUILMES LATA X 354 CM3",97.24068,11,36.16068,1616
