codigo de barras;descripcion;pesos;unidades;utilidad;procentaje;acumulado;tipo
7792750000340 ;MARBELLA CABALLA ACEITE X 425G; 287 ; 24 ; 96 ;0,02%;#°REF!;
;PALADINI CHORISO ORIENTAL X 1 UND; 223 ; 24 ; 94 ;0,02%;#°REF!;
7501007464541 ;PAMPERS BABYSAN X 14 (XG); 532 ; 24 ; 112 ;0,02%;#°REF!;
7790670002024 ;PATY HAMB LIGHT X 4; 585 ; 24 ; 221 ;0,02%;#°REF!;
7798061890021 ;ROMYL ESPONJA DE BRONCE; 53 ; 24 ; 21 ;0,02%;#°REF!;
7791293011189 ;SEDAL ACON RECONST X 300; 312 ; 24 ; 102 ;0,02%;#°REF!;
7791293010786 ;SEDAL SH CREMA NUEVO X 200; 254 ; 24 ; 110 ;0,02%;#°REF!;
;SERTAL COMP X UNID; 48 ; 24 ; 19 ;0,02%;#°REF!;
7790315000446 ;VILLAVICENCIO AGUA MINERAL X 500 CM3; 110 ; 24 ; 34 ;0,02%;#°REF!;
7790580149505 ;GODET FLAN DULCE DE LECHE X 65 G; 69 ; 23 ; 21 ;0,02%;#°REF!;dulce_leche
;QUERICO FIDEO DOBLADITO N¬¨ 2 X 500 G; 151 ; 23 ; 40 ;0,02%;#°REF!;fideo
7790895002335 ;FANTA X 500 CC ZERO; 115 ; 23 ; 20 ;0,02%;#°REF!;gaseosa
7791290002777 ;ALA JABON EN POLVO C/VIVERE X 800G; 299 ; 23 ; 92 ;0,02%;#°REF!;jabon
7791293017822 ;JABON T.REXONA NATURAL 3UN; 251 ; 23 ; 90 ;0,02%;#°REF!;jabon
7790580349011 ;COFLER LECHE X 55 G; 163 ; 23 ; 57 ;0,02%;#°REF!;leche
7790580349110 ;COFLER LECHE/ALM X 55 G; 163 ; 23 ; 57 ;0,02%;#°REF!;leche
7791866001364 ;NATURA MAYONESA X 500G DOY PACK; 281 ; 23 ; 81 ;0,02%;#°REF!;mayonesa
7791813421115 ;PEPSI X 1500 CM3; 281 ; 23 ; 73 ;0,02%;#°REF!;pepsi
7790150695531 ;LA VIRGINIA TE VERDE X 25 SAQ; 139 ; 23 ; 50 ;0,02%;#°REF!;te
7797470124574 ;MAROLIO TOMATE PELADOS X 400G; 103 ; 23 ; 31 ;0,02%;#°REF!;tomate
7791337222151 ;ACTIVIA BEBIBLE MANZA CIRUELA X 200; 146 ; 23 ; 33 ;0,02%;#°REF!;
7793253341244 ;AYUDIN MAXIMA PUREZA X 2 L; 174 ; 23 ; 55 ;0,02%;#°REF!;
7790770009787 ;CALIPSO ANAT C/FRAG X 8; 59 ; 23 ; 23 ;0,02%;#°REF!;
7790710334085 ;CBSE SILUETA CORMILLOT X 500 G; 326 ; 23 ; 95 ;0,02%;#°REF!;
7791290000469 ;CIF CREMA X 375G; 123 ; 23 ; 44 ;0,02%;#°REF!;
7891024135020 ;COLGATE DENTIFRICO TOTAL 12 WHITENINGX 9; 257 ; 23 ; 99 ;0,02%;#°REF!;
7790040377905 ;CRIOLLITAS OFERTA X 5; 230 ; 23 ; 61 ;0,02%;#°REF!;
7791885001208 ;CUMANA ATUN DES ACEITE Y AGUA X 170G; 120 ; 23 ; 41 ;0,02%;#°REF!;
7791620006192 ;DANICA DORADA LIGHT C/OMEGA3 X 200 G; 230 ; 23 ; 63 ;0,02%;#°REF!;
7791293008141 ;DOVE ANTITRA DESOD X 100 G; 476 ; 23 ; 175 ;0,02%;#°REF!;
7793699024930 ;ESENCIAL LAV X 1 LTS; 87 ; 23 ; 26 ;0,02%;#°REF!;
7622300792190 ;EXPRESS LIGHT 110 G; 77 ; 23 ; 20 ;0,02%;#°REF!;
7798102500742 ;FESTIVA GALLETAS CON CHOCOLATE; 116 ; 23 ; 35 ;0,02%;#°REF!;
7790580322113 ;GODET CHOCOLATE FAMILIAR X 100 G (TAZA); 198 ; 23 ; 71 ;0,02%;#°REF!;
7790045001195 ;GRANIX FRUTIGRAN DULCE C/SALVADO X 250 G; 147 ; 23 ; 41 ;0,02%;#°REF!;
7790045001379 ;GRANIX SANDWICH X 600 G; 257 ; 23 ; 68 ;0,02%;#°REF!;
7790150696118 ;LA VIRGINIA CHOCOLINO X 180 G; 141 ; 23 ; 47 ;0,02%;#°REF!;
7790040720107 ;MANA LIVIANAS VAINILLA X 145G; 96 ; 23 ; 29 ;0,02%;#°REF!;
7790520987488 ;MR MUSCULO MOCHILA X 48G; 283 ; 23 ; 101 ;0,02%;#°REF!;
7891024139165 ;ODOLITO X 50G; 164 ; 23 ; 58 ;0,02%;#°REF!;
7790150696873 ;OREGANO ALICANTE 25GRS G.NEGRO; 111 ; 23 ; 51 ;0,02%;#°REF!;
;RIVOLI √êOQUIS X 500G; 85 ; 23 ; 26 ;0,02%;#°REF!;
7790580533113 ;ROCKLETS BANANITA X20G; 46 ; 23 ; 17 ;0,02%;#°REF!;
;SABROFOOD ALIMENTO P/PERRO X; 123 ; 23 ; 53 ;0,02%;#°REF!;
7790080040296 ;SANCOR FLAN CASERO LIGHT 2 X 120 G; 216 ; 23 ; 51 ;0,02%;#°REF!;
7793653001052 ;TORASSO NARANJA X 2500 CM3; 146 ; 23 ; 38 ;0,02%;#°REF!;
7790080067507 ;YOGS CON TROZOS DE FRUTILLA LIGHT X 180; 162 ; 23 ; 41 ;0,02%;#°REF!;
7790150091425 ;LA VIRGINIA CAFE INSTANTANEO X 50 G; 188 ; 22 ; 62 ;0,02%;#°REF!;cafÈ
7795293000174 ;DON YEYO RAVIOLES 4 QUESO; 330 ; 22 ; 94 ;0,02%;#°REF!;fideo
7791290783874 ;ALA JABON MATIC X 800 G; 282 ; 22 ; 108 ;0,02%;#°REF!;jabon
7791337303065 ;SER TENTACION POSTRE D/LECHE 2 X 105 G; 160 ; 22 ; 38 ;0,02%;#°REF!;leche
7791249451472 ;MANTECOL X 110 G; 202 ; 22 ; 77 ;0,02%;#°REF!;manteca
7790079010828 ;PALADINI SALCHICHAS X 6 UNID; 213 ; 22 ; 72 ;0,02%;#°REF!;salchicha
7791337222212 ;ACTIVIA BEBIBLE PERA KIWI X 200 G; 140 ; 22 ; 32 ;0,02%;#°REF!;
77922120 ;COFLER BLOCK X 110 G; 222 ; 22 ; 63 ;0,02%;#°REF!;
7790040946101 ;CRIOLLITAS MAS GRANDES X 169 G; 88 ; 22 ; 23 ;0,02%;#°REF!;
7793046008613 ;DULCOR DURAZNO LIGHT X 420 G; 147 ; 22 ; 46 ;0,02%;#°REF!;
7793890013191 ;FARGO LACTEADO X 470 G; 294 ; 22 ; 78 ;0,02%;#°REF!;
7791190000224 ;FOSFOROS BUENOS DIAS 220UN; 50 ; 22 ; 17 ;0,02%;#°REF!;
7790580624705 ;GODET GELATINA DIET FRUTILLA X 30 G; 90 ; 22 ; 26 ;0,02%;#°REF!;
7790045001584 ;GRANIX COPOS DE MAIZ TRAD. X 160 G; 95 ; 22 ; 29 ;0,02%;#°REF!;
;LA ESPA√êOLA GARBANZO X 500 G; 102 ; 22 ; 30 ;0,02%;#°REF!;
;PAMPERS JUEGOS Y SUE√êOS X 10 (G); 323 ; 22 ; 117 ;0,02%;#°REF!;
7790040564107 ;RECETAS DE LA ABUELA BISCUIT X 140 G; 134 ; 22 ; 39 ;0,02%;#°REF!;
7790080040302 ;SANCOR FLAN CASERO 2 X 120 G CARAMELO; 206 ; 22 ; 48 ;0,02%;#°REF!;
7791293010854 ;SEDAL SH RIZ OBE NUEVO X 200; 227 ; 22 ; 100 ;0,02%;#°REF!;
;VI√êAS DE ALVEAR TINTO X 1250 CC; 378 ; 22 ; 118 ;0,02%;#°REF!;
7798062541014 ;VILLA DEL SUR LEVITE PERA X 2.25 L; 237 ; 22 ; 73 ;0,02%;#°REF!;
7791818003422 ;VUAL EXCEL 4X30; 164 ; 22 ; 58 ;0,02%;#°REF!;
7790170008427 ;LA MORENITA CAFE X 20 UNDS; 275 ; 21 ; 92 ;0,02%;#°REF!;cafÈ
7798053339279 ;FIDEO RIVOLI CINTA ESPINACA X 500G; 102 ; 21 ; 29 ;0,02%;#°REF!;fideo
7798053332102 ;FIDEO RIVOLI CODITO X 500G; 78 ; 21 ; 24 ;0,02%;#°REF!;fideo
;COMBO ALA 1.5 + DETER ALA750; 591 ; 21 ; 591 ;0,02%;#°REF!;jabon
7790990586242 ;PLUSBELLE JABON ENERGIZA 140G; 103 ; 21 ; 34 ;0,02%;#°REF!;jabon
7796613001437 ;M&K TOMATE TRITURADO 970 G; 239 ; 21 ; 100 ;0,02%;#°REF!;tomate
77931528 ;AGUILA BARRA CHOC X 14 G AMARGO; 42 ; 21 ; 16 ;0,02%;#°REF!;
7791290783935 ;ALA MATIC MULT FRESH X 400 NUEVO; 122 ; 21 ; 38 ;0,02%;#°REF!;
7790150068052 ;ALICANTE PROVENZAL 25 G; 90 ; 21 ; 40 ;0,02%;#°REF!;
7790580511302 ;ARCOR MERM DURAZNO DIET X 390 G; 232 ; 21 ; 69 ;0,02%;#°REF!;
7790580955809 ;ARCOR SALSA POMA. 340G.; 112 ; 21 ; 33 ;0,02%;#°REF!;
112816 ;ARIES CARBON 3 K; 190 ; 21 ; 54 ;0,02%;#°REF!;
7791274194955 ;BABY ALGABO TOALLAS HUM X 80; 193 ; 21 ; 82 ;0,02%;#°REF!;
7790070011015 ;BLANCAFLOR PIZZA CASERA X 500 G; 181 ; 21 ; 54 ;0,02%;#°REF!;
7790045001621 ;CEREAL GRANIX CHOCOFORTYS 200G; 172 ; 21 ; 49 ;0,02%;#°REF!;
7790040375208 ;CHOCO CHIP DARK X 135 G; 79 ; 21 ; 23 ;0,02%;#°REF!;
7794640650796 ;CRE.DENT.AQUAFRESH 107.7G.; 197 ; 21 ; 70 ;0,02%;#°REF!;
7791620000244 ;DANICA DORADA SOFT X 200 G; 211 ; 21 ; 59 ;0,02%;#°REF!;
;DON YEYO √êOQUI X 500 G; 220 ; 21 ; 67 ;0,02%;#°REF!;
7795293106111 ;DON YEYO RAVIOLES ESPINACA CARNE X 500; 314 ; 21 ; 95 ;0,02%;#°REF!;
7795293101116 ;DON YEYO TAPA P/ EMPANADAS HORNO X 330 G; 150 ; 21 ; 43 ;0,02%;#°REF!;
7793450000524 ;HOJALMAR RONDA X 150 G; 78 ; 21 ; 23 ;0,02%;#°REF!;
7790787087204 ;ILOLAY POSTRE C/CONFITES X 110 G; 119 ; 21 ; 33 ;0,02%;#°REF!;
7793940560118 ;LA SERENISIMA JUNIOR MANZ X 200CC; 79 ; 21 ; 19 ;0,02%;#°REF!;
7790040439207 ;MANA RELLENAS VAINILLA X 165 G; 105 ; 21 ; 28 ;0,02%;#°REF!;
77922656 ;MENTHO PLUS CHERRY; 52 ; 21 ; 20 ;0,02%;#°REF!;
7798045520494 ;PANIER TOSTADAS C/GLUT.200G; 157 ; 21 ; 47 ;0,02%;#°REF!;
7790040287105 ;POLVORITA VAINILLA 150 G; 64 ; 21 ; 18 ;0,02%;#°REF!;
7790895640025 ;POWERADE MOUNTAIN BLAST X 500 ML; 162 ; 21 ; 40 ;0,02%;#°REF!;
7792798012923 ;QUILMES LATA X 473 CC; 200 ; 21 ; 54 ;0,02%;#°REF!;
;SANCOR CREMOSO KG; 1.152 ; 21 ; 399 ;0,02%;#°REF!;
7702048481041 ;SYLVANIA LAMPARA BAJO CONS.15W; 280 ; 21 ; 70 ;0,02%;#°REF!;
7798062548648 ;VILLA DEL SUR LEVITE NARANJA X 1500 CC; 172 ; 21 ; 53 ;0,02%;#°REF!;
7792900093246 ;VINAGRE DOS ANCLAS ALCOHOL 1L; 119 ; 21 ; 35 ;0,02%;#°REF!;
7794440003303 ;VIRULANA ESP CUADRADITOS; 75 ; 21 ; 34 ;0,02%;#°REF!;
7790080062649 ;YOGS SANCOR FRUTILLA LICUADO X 190 G; 123 ; 21 ; 28 ;0,02%;#°REF!;
7793890033021 ;FARGO RAVIOLES 4 QUESOS X 500 G; 386 ; 20 ; 112 ;0,02%;#°REF!;fideo
7790060034062 ;FAVORITA FIDEO MOSTACHOL X 500 G; 93 ; 20 ; 28 ;0,02%;#°REF!;fideo
7798053333024 ;FIDEO RIVOLI ENTREFINO X 500G; 73 ; 20 ; 22 ;0,02%;#°REF!;fideo
7798053335042 ;FIDEO RIVOLI TALLARIN CINTA ROSCA X 500G; 96 ; 20 ; 26 ;0,02%;#°REF!;fideo
7798053335035 ;FIDEO RIVOLI TALLARIN ROSCA X 500G; 96 ; 20 ; 27 ;0,02%;#°REF!;fideo
7791630000081 ;IRENE FIDEOS DOBLADITOS VERDE X 500G; 183 ; 20 ; 48 ;0,02%;#°REF!;fideo
7795927000037 ;LA TUCUMANITA FIDEO CL X500GR.; 180 ; 20 ; 54 ;0,02%;#°REF!;fideo
7794059000236 ;QUERICO FIDEO DOBLADITO VERDE X 500 G; 131 ; 20 ; 36 ;0,02%;#°REF!;fideo
7791293017815 ;JABON T.REXONA ACQUA FR.3X125; 223 ; 20 ; 83 ;0,02%;#°REF!;jabon
7793940560057 ;JUNIOR JUGO DE BANANA 200 CC; 75 ; 20 ; 18 ;0,02%;#°REF!;jugo
7794000957886 ;MAYO.HELLMANNS R.LIV.125CM; 48 ; 20 ; 15 ;0,02%;#°REF!;mayonesa
7791866003283 ;MAYOLIVA X 250 CM3; 132 ; 20 ; 40 ;0,02%;#°REF!;mayonesa
;PEPSI /MIRINDA X 1250 CC VIDRIO; 154 ; 20 ; 38 ;0,02%;#°REF!;pepsi
7797470000076 ;EL DIQUE SAL GRUESA X1KG; 64 ; 20 ; 20 ;0,02%;#°REF!;sal
7501001133627 ;H&S SHAMP MENTHOL X 200 CC; 312 ; 20 ; 105 ;0,02%;#°REF!;shampoo
7791680101257 ;LA HOJA YERBA X 500 G; 217 ; 20 ; 63 ;0,02%;#°REF!;yerba
7790787104772 ;ILOLAY YOGUR C/ARITOS FRUTALES X 150 G; 80 ; 20 ; 23 ;0,02%;#°REF!;yogur
7590002013779 ;ACE JAB EN POL MINIESPUMA X 400 G; 118 ; 20 ; 30 ;0,02%;#°REF!;
7790407031013 ;AGUILA CHOCOLATE TAZA X 100 G; 241 ; 20 ; 86 ;0,02%;#°REF!;
7790040298705 ;AGUILA MINI TORTA CLASICA X 72 G; 85 ; 20 ; 25 ;0,02%;#°REF!;
7791290002685 ;ALA REGULAR 800G; 262 ; 20 ; 82 ;0,02%;#°REF!;
7790150695180 ;ALICANTE SOPA TIPO CRIOLLA X 72 G; 106 ; 20 ; 38 ;0,02%;#°REF!;
7790040535602 ;AZUCARADAS VAINILLA X 80 G; 38 ; 20 ; 11 ;0,02%;#°REF!;
7790250040088 ;BABYSEC CLASICO C/BARR XG X 8; 156 ; 20 ; 50 ;0,02%;#°REF!;
7790080068184 ;BIO L.CASEI FRUTILLA X 95G; 69 ; 20 ; 16 ;0,02%;#°REF!;
7790040614000 ;BON O BON ALFAJOR 3; 84 ; 20 ; 24 ;0,02%;#°REF!;
7790290000523 ;BRANCA FERNET X 1 L; 1.411 ; 20 ; 471 ;0,02%;#°REF!;
7792150214880 ;BRUMOLINE FULL; 239 ; 20 ; 86 ;0,02%;#°REF!;
7790580847814 ;COFLER BLOCK MANI C/CHOC 40G; 70 ; 20 ; 20 ;0,02%;#°REF!;
7794626002182 ;DAYS SENS PROTECTORES 60 U; 333 ; 20 ; 119 ;0,02%;#°REF!;
7798045210722 ;DEO.47 STREET AP.AERO.140ML.; 280 ; 20 ; 98 ;0,02%;#°REF!;
41333001029 ;DURACELL AA X 4 UNID; 322 ; 20 ; 115 ;0,02%;#°REF!;
;ENVASE CER/GACEOSA; 60 ; 20 ; -   ;0,02%;#°REF!;
7797470130469 ;ESENCIAL VELAS X 4 CORTAS; 54 ; 20 ; 19 ;0,02%;#°REF!;
7790828102507 ;GIGANTE LAVAVAJILLA GLICERINA X 750 CC; 104 ; 20 ; 33 ;0,02%;#°REF!;
7702018880409 ;GILLETTE PRESTOBARBA 3 X UNID; 164 ; 20 ; 50 ;0,02%;#°REF!;
;GLUTAL ALMIDON X K; 204 ; 20 ; 79 ;0,02%;#°REF!;
7790580169701 ;GODET GELATINA NARANJA X 100 G; 84 ; 20 ; 26 ;0,02%;#°REF!;
7790045822844 ;GRANIX SALVADO SIN SAL X 215 G; 96 ; 20 ; 26 ;0,02%;#°REF!;
7790787110551 ;ILOLAY DESCREMADO C/CEREAL X 150 G; 85 ; 20 ; 24 ;0,02%;#°REF!;
;JARRO PORCELANA COFFEE; 410 ; 20 ; 180 ;0,02%;#°REF!;
7790040720800 ;MANA LIVIANAS VANILLAI 3 UNDS; 140 ; 20 ; 34 ;0,02%;#°REF!;
7797470000564 ;MAROLIO PATE X 90 G; 55 ; 20 ; 18 ;0,02%;#°REF!;
7790230040114 ;MATARAZZO SPAGHETTI X 500 G; 163 ; 20 ; 44 ;0,02%;#°REF!;
77922670 ;MENTHO PLUS STRONG X 30.6 G; 50 ; 20 ; 20 ;0,02%;#°REF!;
7791130026352 ;PROCENEX FLORES DEL JARDIN X 900 CC; 90 ; 20 ; 27 ;0,02%;#°REF!;
7791130026024 ;PROCENEX ORIGINAL X 900 CC; 115 ; 20 ; 37 ;0,02%;#°REF!;
7790520155702 ;RAID TABLETAS X 12; 157 ; 20 ; 55 ;0,02%;#°REF!;
;SABROSITOS CACHORRO X K; 214 ; 20 ; 75 ;0,02%;#°REF!;
7790580772208 ;SALADIX PARMESANO 25G; 47 ; 20 ; 15 ;0,02%;#°REF!;
7793360256806 ;SALSATI PULPA TOM.C/AZUC.520G; 73 ; 20 ; 23 ;0,02%;#°REF!;
7790387000221 ;TARAGUI MATE COCIDO X 100; 383 ; 20 ; 105 ;0,02%;#°REF!;
7790314000034 ;TORO CAJA BLANCO X 1 L; 161 ; 20 ; 46 ;0,02%;#°REF!;
7798062549225 ;VILLA DEL SUR LEVITE ANANA X 1.500 CC; 161 ; 20 ; 47 ;0,02%;#°REF!;
7790990185896 ;ZORRO BIO CRISTALES X 800 G REG; 200 ; 20 ; 72 ;0,02%;#°REF!;
7790580128203 ;GODET POSTRE DULCE DE LECHE X 140 G; 58 ; 19 ; 16 ;0,02%;#°REF!;dulce_leche
7798053332119 ;FIDEO RIVOLI CODO X 500G; 70 ; 19 ; 21 ;0,02%;#°REF!;fideo
7790895000720 ;JUGO CEPITA MANZANA T-B 200CC; 39 ; 19 ; 14 ;0,02%;#°REF!;jugo
7622300631215 ;JUGO P.TANG LIMONADA 25G.; 31 ; 19 ; 9 ;0,02%;#°REF!;jugo
7790787030132 ;ILOLAY CREMA DE LECHE X 200 G; 132 ; 19 ; 36 ;0,02%;#°REF!;leche
7613033062933 ;NESTLE LECHE CONDENSADA X 395 G; 231 ; 19 ; 84 ;0,02%;#°REF!;leche
7794000957862 ;MAYO.HELLMANNS R.LIV.250ML; 87 ; 19 ; 27 ;0,02%;#°REF!;mayonesa
7791293010755 ;SEDAL SHAMP SOS CER X 300 ML; 242 ; 19 ; 76 ;0,02%;#°REF!;shampoo
7791290785038 ;ALA LAVAJILLA PLUS NATURALEZA X 750 ML; 115 ; 19 ; 17 ;0,02%;#°REF!;
7790150045053 ;ALICANTE CONDIMENTO PARA PIZZA X 25 G; 69 ; 19 ; 27 ;0,02%;#°REF!;
7501001396558 ;ARIEL LIQUIDO FUTUR X 400 ML; 221 ; 19 ; 70 ;0,02%;#°REF!;
7790132094109 ;AYUDIN LAVANDINA ROPA BLANCA X 1 L; 124 ; 19 ; 37 ;0,02%;#°REF!;
7790250042730 ;BABYSEC CLASICO C/BARR G X 9; 143 ; 19 ; 39 ;0,02%;#°REF!;
77935144 ;CEREAL MIX YOGHURT VAINILLA X 28 G; 57 ; 19 ; 18 ;0,02%;#°REF!;
7891024111130 ;COLGATE TOTAL 12 CLEAN MINT X 180 G; 411 ; 19 ; 151 ;0,02%;#°REF!;
7791445001051 ;CRUZ DE MALTA MATE COCIDO X 25 X 3G; 121 ; 19 ; 33 ;0,02%;#°REF!;
7793046008019 ;DULCOR DURAZNO X 500 G; 95 ; 19 ; 29 ;0,02%;#°REF!;
7791130018012 ;ESPADOL JAB. ACTIVE DEO X 90G; 82 ; 19 ; 29 ;0,02%;#°REF!;
7622300792206 ;EXPRESS LIGHT X 330 G; 172 ; 19 ; 44 ;0,02%;#°REF!;
;FELA SALAME MILAN X KG; 1.268 ; 19 ; 565 ;0,02%;#°REF!;
7790580626419 ;GODET BIZCOCHUELO VAINILLA X 480 G; 155 ; 19 ; 49 ;0,02%;#°REF!;
7790580169909 ;GODET GELATINA DURAZNO X 100 G; 79 ; 19 ; 23 ;0,02%;#°REF!;
7790045001188 ;GRANIX FRUTIGRAN C/AVENA Y PASAS X 250 G; 142 ; 19 ; 38 ;0,02%;#°REF!;
7790045001317 ;GRANIX SIN SAL 555 G; 227 ; 19 ; 59 ;0,02%;#°REF!;
7790580216511 ;HELLO KITTY HUEVO CHOC.; 144 ; 19 ; 42 ;0,02%;#°REF!;
7790787003518 ;ILOLAY CREM LIGHT X 300 G; 190 ; 19 ; 46 ;0,02%;#°REF!;
77917188 ;LA GOTITA X 2 ML; 112 ; 19 ; 38 ;0,02%;#°REF!;
7790520000446 ;LYSOFORM DES AERO LAVANDA X 360; 268 ; 19 ; 81 ;0,02%;#°REF!;
7797470133569 ;MAROLIO ANANA X 565G; 190 ; 19 ; 52 ;0,02%;#°REF!;
7797470005576 ;MAROLIO ARVEJAS X 350 G; 50 ; 19 ; 15 ;0,02%;#°REF!;
7790628000041 ;MAURI SIN SAL X 800 G; 320 ; 19 ; 88 ;0,02%;#°REF!;
7797470127223 ;PATRICIA ALEN ALCOHOL PVC X 500 CC; 160 ; 19 ; 51 ;0,02%;#°REF!;
7790310980118 ;PEP PALITOS SALADOS X 63 G; 95 ; 19 ; 16 ;0,02%;#°REF!;
7790990586037 ;PLUSBELLE CREMOSO X 3; 221 ; 19 ; 71 ;0,02%;#°REF!;
7793253025700 ;POETT LIMPIADOR LIQUIDO BEBE X 900 CC; 108 ; 19 ; 34 ;0,02%;#°REF!;
7793253025601 ;POETT LIMPIADOR LIQUIDO PRIMAV X 900 CC; 105 ; 19 ; 32 ;0,02%;#°REF!;
7790580222505 ;POSTRE BON O BON B/CHOC 120G; 186 ; 19 ; 59 ;0,02%;#°REF!;
7792170100231 ;QUAKER AVENA TRADICIONAL X 400 G; 152 ; 19 ; 69 ;0,02%;#°REF!;
7794059000038 ;QUERICO DOBLADITO N? 1 X 500 G NUEVO; 124 ; 19 ; 33 ;0,02%;#°REF!;
9002490100070 ;RED BULL ENERGY DRINK X 250 CC; 232 ; 19 ; 73 ;0,02%;#°REF!;
;SANCOR POR SALUT LIGHT X 1 K; 1.327 ; 19 ; 505 ;0,02%;#°REF!;
7791293011134 ;SEDAL REC ESTRU SH X 300; 243 ; 19 ; 78 ;0,02%;#°REF!;
7790040939905 ;SER CRACKER X 360 G; 193 ; 19 ; 61 ;0,02%;#°REF!;
7792684001079 ;SOLITAS SURTISOL FAMILIAR X 1 K; 251 ; 19 ; 82 ;0,02%;#°REF!;
7798062548679 ;VILLA DEL SUR LEVITE POMELO X 1500 CC; 153 ; 19 ; 44 ;0,02%;#°REF!;
7792389042667 ;X5 ESPIRAL CAJA X 12 UNID; 147 ; 19 ; 50 ;0,02%;#°REF!;
7790990991985 ;ZORRO BIO CRISTALES NUEV 800 G; 189 ; 19 ; 57 ;0,02%;#°REF!;
67238891190 ;DOVE JABON CREMOSO X 135 G; 156 ; 18 ; 54 ;0,02%;#°REF!;jabon
7795323000938 ;VITAL 3 LECHE EN POLVO X 800; 913 ; 18 ; 194 ;0,02%;#°REF!;leche
7794000958081 ;MAYO.HELLMANNS R.LIV.350ML.; 126 ; 18 ; 37 ;0,02%;#°REF!;mayonesa
7792390001080 ;GIACOMO QUESO Y JAMON X 500 G; 386 ; 18 ; 133 ;0,02%;#°REF!;queso
7790170000773 ;LA MORENITA TE X 50 G; 80 ; 18 ; 23 ;0,02%;#°REF!;te
7791337332850 ;SER YOGUR BEBIBLE MIX DE FRUTAS X 185 G; 98 ; 18 ; 21 ;0,02%;#°REF!;yogur
7790310980774 ;3D X 85G; 200 ; 18 ; 35 ;0,02%;#°REF!;
7790040298804 ;AGUILA ALFAJOR BOWNIE X 74 G; 72 ; 18 ; 20 ;0,02%;#°REF!;
7506295346111 ;ALWAYS TOALL. ACT.ULT.F.C/A 8U; 179 ; 18 ; 62 ;0,02%;#°REF!;
7790895640483 ;AQUARIUS MANZANA X 1500 CC; 157 ; 18 ; 41 ;0,02%;#°REF!;
7790580650100 ;ARCOR DURAZNOS X 820 G; 237 ; 18 ; 67 ;0,02%;#°REF!;
7790250041078 ;BABYSEC ULTRA G X 16; 310 ; 18 ; 85 ;0,02%;#°REF!;
7790250041085 ;BABYSEC ULTRA XG X 14; 300 ; 18 ; 75 ;0,02%;#°REF!;
;BAZAR PLATO DURAX HONDO FORJ C; 64 ; 18 ; 64 ;0,02%;#°REF!;
7790060001729 ;DELICIA MARGARINA MOLINOS X 500 G; 210 ; 18 ; 63 ;0,02%;#°REF!;
7795293106418 ;DON YEYO RAVIOLES ESPINACA X 500 G; 265 ; 18 ; 76 ;0,02%;#°REF!;
7790580508104 ;DULCIORA DURAZNO X 500 G; 106 ; 18 ; 31 ;0,02%;#°REF!;
;DULCOR POSTRE DDL X K; 489 ; 18 ; 191 ;0,02%;#°REF!;
7790726000165 ;DULCYPAS PEPAS 200G; 52 ; 18 ; 14 ;0,02%;#°REF!;
7790670000082 ;FATY GRASA X 1 KG; 321 ; 18 ; 112 ;0,02%;#°REF!;
7790520988492 ;GLADE PASTILLA MIX X 25 G; 77 ; 18 ; 25 ;0,02%;#°REF!;
7790787110582 ;ILOLAY VAINILLA VITA DESC. X 1 L; 121 ; 18 ; 29 ;0,02%;#°REF!;
;INDIVIDUAL PLASTICO DECORADO; 52 ; 18 ; 28 ;0,02%;#°REF!;
7794270601151 ;KEKSY GELATINA MANZANA X 120 G; 51 ; 18 ; 19 ;0,02%;#°REF!;
7791600037239 ;KEVIN BY CANNON X 150 ML; 382 ; 18 ; 139 ;0,02%;#°REF!;
7795907000422 ;LUCCHETTI NIDOS FETTU X 500; 145 ; 18 ; 38 ;0,02%;#°REF!;
7506195176719 ;MAGISTRAL LIMON X 600 ML; 337 ; 18 ; 131 ;0,02%;#°REF!;
7790520984524 ;MR MUSCULO ANTIGRASA ACC NARANJA X 500 G; 106 ; 18 ; 36 ;0,02%;#°REF!;
7790040003569 ;REX ORIGINAL X 75 G; 78 ; 18 ; 22 ;0,02%;#°REF!;
7790580387105 ;SALADIX JAMON X 30 G; 42 ; 18 ; 14 ;0,02%;#°REF!;
7790010993753 ;SIEMPRE LIBRE ESP C/A 16; 210 ; 18 ; 70 ;0,02%;#°REF!;
7891010959647 ;SIEMPRE LIBRE NOCTURNA MAX SUAVE X 8 UND; 224 ; 18 ; 77 ;0,02%;#°REF!;
7790150695197 ;SOPA ALICANTE C/VERD/FID. 72G.; 88 ; 18 ; 43 ;0,02%;#°REF!;
7790950005813 ;TERMA CUYANO X 1250 CC; 196 ; 18 ; 53 ;0,02%;#°REF!;
7798062548655 ;VILLA DEL SUR LEVITE NARAN X 500 CC; 99 ; 18 ; 32 ;0,02%;#°REF!;
7798062540253 ;VILLA DEL SUR LEVITE PERA X 1500 CC; 146 ; 18 ; 43 ;0,02%;#°REF!;
7794440003341 ;VIRULANA ESPONJA C/FIBRA MULTIUSO; 55 ; 18 ; 25 ;0,02%;#°REF!;
7790080062137 ;YOGS LIGHT FRUTILLA X 900 G; 163 ; 18 ; 37 ;0,02%;#°REF!;
7790170009035 ;LA MORENITAS CAFE TOSTADO 250G; 207 ; 17 ; 69 ;0,02%;#°REF!;cafÈ
